label,api,cache_mode,prompt_tokens,concurrency,request_idx,ttft_s,e2e_s,out_chunks
arch-full-attn,completions,cold,128,1,0,0.038915008306503296,0.4154931455850601,16
arch-full-attn,completions,cold,128,1,1,0.03844955563545227,0.415091335773468,16
arch-full-attn,completions,cold,128,1,2,0.03835037350654602,0.4149678871035576,16
arch-full-attn,completions,cold,128,1,3,0.03861754387617111,0.41510259360074997,16
arch-full-attn,completions,cold,128,1,4,0.03849634528160095,0.4152892753481865,16
arch-full-attn,completions,cold,128,1,5,0.038864873349666595,0.4156166613101959,16
arch-full-attn,completions,cold,128,1,6,0.03652700036764145,0.4135120362043381,16
arch-full-attn,completions,cold,128,1,7,0.047906726598739624,0.42203711718320847,16
arch-full-attn,completions,cold,128,1,8,0.038933783769607544,0.4161362275481224,16
arch-full-attn,completions,cold,128,1,9,0.041136711835861206,0.4173227995634079,16
arch-full-attn,completions,cold,128,1,10,0.038398951292037964,0.4151855707168579,16
arch-full-attn,completions,cold,128,1,11,0.03833276033401489,0.4151805639266968,16
arch-full-attn,completions,cold,128,1,12,0.04010426998138428,0.4170265197753906,16
arch-full-attn,completions,cold,128,1,13,0.040028348565101624,0.41597946733236313,16
arch-full-attn,completions,cold,128,1,14,0.0408686026930809,0.4176243469119072,16
arch-full-attn,completions,cold,128,1,15,0.04095325618982315,0.41678981482982635,16
arch-full-attn,completions,cold,128,1,16,0.04111577570438385,0.4178864136338234,16
arch-full-attn,completions,cold,128,1,17,0.039611995220184326,0.4164144769310951,16
arch-full-attn,completions,cold,128,1,18,0.04228011518716812,0.41888097673654556,16
arch-full-attn,completions,cold,128,1,19,0.039262913167476654,0.4155891016125679,16
arch-full-attn,completions,cold,128,1,20,0.03946962207555771,0.4164849892258644,16
arch-full-attn,completions,cold,128,1,21,0.04153484106063843,0.4180024489760399,16
arch-full-attn,completions,cold,128,1,22,0.04439351707696915,0.42087576538324356,16
arch-full-attn,completions,cold,128,1,23,0.03933084011077881,0.41779128462076187,16
arch-full-attn,completions,cold,512,1,0,0.07534806430339813,0.4545462131500244,16
arch-full-attn,completions,cold,512,1,1,0.07483727484941483,0.45547186583280563,16
arch-full-attn,completions,cold,512,1,2,0.07211519777774811,0.4511388689279556,16
arch-full-attn,completions,cold,512,1,3,0.073544442653656,0.4533161595463753,16
arch-full-attn,completions,cold,512,1,4,0.07150495797395706,0.45028848946094513,16
arch-full-attn,completions,cold,512,1,5,0.07328364998102188,0.4527225121855736,16
arch-full-attn,completions,cold,512,1,6,0.0756349265575409,0.4540088400244713,16
arch-full-attn,completions,cold,512,1,7,0.0739007294178009,0.4530036151409149,16
arch-full-attn,completions,cold,512,1,8,0.07044120132923126,0.44984202831983566,16
arch-full-attn,completions,cold,512,1,9,0.07532630860805511,0.4552691653370857,16
arch-full-attn,completions,cold,512,1,10,0.07496973127126694,0.4546574652194977,16
arch-full-attn,completions,cold,512,1,11,0.07368301600217819,0.4525343105196953,16
arch-full-attn,completions,cold,512,1,12,0.07574956864118576,0.45486534386873245,16
arch-full-attn,completions,cold,512,1,13,0.07175534963607788,0.45160334557294846,16
arch-full-attn,completions,cold,512,1,14,0.07402238249778748,0.45368822664022446,16
arch-full-attn,completions,cold,512,1,15,0.07475138455629349,0.4543388932943344,16
arch-full-attn,completions,cold,512,1,16,0.07507047057151794,0.45397619903087616,16
arch-full-attn,completions,cold,512,1,17,0.07203000783920288,0.4513125494122505,16
arch-full-attn,completions,cold,512,1,18,0.0734730213880539,0.4527169093489647,16
arch-full-attn,completions,cold,512,1,19,0.07084839046001434,0.45061279833316803,16
arch-full-attn,completions,cold,512,1,20,0.07323205471038818,0.45148617774248123,16
arch-full-attn,completions,cold,512,1,21,0.07537875324487686,0.45420020818710327,16
arch-full-attn,completions,cold,512,1,22,0.0740412175655365,0.452924907207489,16
arch-full-attn,completions,cold,512,1,23,0.07229629158973694,0.4519885331392288,16
arch-full-attn,completions,cold,2048,1,0,0.26596353203058243,0.6521801427006721,16
arch-full-attn,completions,cold,2048,1,1,0.2606656476855278,0.6484913527965546,16
arch-full-attn,completions,cold,2048,1,2,0.2609254792332649,0.6489152610301971,16
arch-full-attn,completions,cold,2048,1,3,0.2648928388953209,0.6529464051127434,16
arch-full-attn,completions,cold,2048,1,4,0.2648651823401451,0.6520417556166649,16
arch-full-attn,completions,cold,2048,1,5,0.26138173788785934,0.6495657563209534,16
arch-full-attn,completions,cold,2048,1,6,0.2686658874154091,0.6562411487102509,16
arch-full-attn,completions,cold,2048,1,7,0.26487593352794647,0.6531123071908951,16
arch-full-attn,completions,cold,2048,1,8,0.25663356482982635,0.644282765686512,16
arch-full-attn,completions,cold,2048,1,9,0.26366281509399414,0.6518891379237175,16
arch-full-attn,completions,cold,2048,1,10,0.26277143508195877,0.6511253789067268,16
arch-full-attn,completions,cold,2048,1,11,0.2635742127895355,0.651984266936779,16
arch-full-attn,completions,cold,2048,1,12,0.2674988955259323,0.6545865088701248,16
arch-full-attn,completions,cold,2048,1,13,0.2624894008040428,0.6506208255887032,16
arch-full-attn,completions,cold,2048,1,14,0.26561661064624786,0.6531841605901718,16
arch-full-attn,completions,cold,2048,1,15,0.26443998515605927,0.6516056433320045,16
arch-full-attn,completions,cold,2048,1,16,0.2685391753911972,0.656049370765686,16
arch-full-attn,completions,cold,2048,1,17,0.26768364757299423,0.6552738845348358,16
arch-full-attn,completions,cold,2048,1,18,0.26439472287893295,0.6495860666036606,16
arch-full-attn,completions,cold,2048,1,19,0.26128286123275757,0.651229128241539,16
arch-full-attn,completions,cold,2048,1,20,0.26803165674209595,0.6564746126532555,16
arch-full-attn,completions,cold,2048,1,21,0.26374536752700806,0.6516101062297821,16
arch-full-attn,completions,cold,2048,1,22,0.2656456083059311,0.6520408689975739,16
arch-full-attn,completions,cold,2048,1,23,0.26792143285274506,0.6553513929247856,16
arch-full-attn,completions,cold,8192,1,0,1.26961450278759,1.6937382742762566,16
arch-full-attn,completions,cold,8192,1,1,1.2705312445759773,1.6940260231494904,16
arch-full-attn,completions,cold,8192,1,2,1.2681605443358421,1.6920588612556458,16
arch-full-attn,completions,cold,8192,1,3,1.2516481950879097,1.6754400953650475,16
arch-full-attn,completions,cold,8192,1,4,1.269268438220024,1.6916146278381348,16
arch-full-attn,completions,cold,8192,1,5,1.2725161612033844,1.6965705156326294,16
arch-full-attn,completions,cold,8192,1,6,1.2745275646448135,1.6984108686447144,16
arch-full-attn,completions,cold,8192,1,7,1.2618118524551392,1.6858396604657173,16
arch-full-attn,completions,cold,8192,1,8,1.272746630012989,1.696552149951458,16
